County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Pierce County,25/4/2021,303,983,1286,294,427,325,187,44,9,0,2021/05/03 12:56:56
Pierce County,2/5/2021,1,1,2,0,0,0,1,1,0,0,2021/05/03 12:56:56
San Juan County,15/3/2020,0,2,2,0,0,0,2,0,0,0,2021/05/03 12:56:56
San Juan County,22/3/2020,0,2,2,0,0,1,0,1,0,0,2021/05/03 12:56:56
San Juan County,29/3/2020,0,7,7,0,0,2,3,2,0,0,2021/05/03 12:56:56
San Juan County,5/4/2020,0,2,2,1,0,1,0,0,0,0,2021/05/03 12:56:56
San Juan County,12/4/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
San Juan County,3/5/2020,0,1,1,0,0,0,0,0,1,0,2021/05/03 12:56:56
San Juan County,7/6/2020,0,1,1,0,1,0,0,0,0,0,2021/05/03 12:56:56
San Juan County,14/6/2020,0,1,1,1,0,0,0,0,0,0,2021/05/03 12:56:56
San Juan County,21/6/2020,0,1,1,0,1,0,0,0,0,0,2021/05/03 12:56:56
San Juan County,28/6/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
San Juan County,5/7/2020,0,2,2,0,2,0,0,0,0,0,2021/05/03 12:56:56
San Juan County,12/7/2020,0,3,3,0,0,0,3,0,0,0,2021/05/03 12:56:56
San Juan County,19/7/2020,0,3,3,0,1,0,1,1,0,0,2021/05/03 12:56:56
San Juan County,9/8/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
San Juan County,11/10/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
San Juan County,18/10/2020,0,2,2,0,0,1,0,1,0,0,2021/05/03 12:56:56
San Juan County,25/10/2020,0,2,2,0,0,0,0,2,0,0,2021/05/03 12:56:56
San Juan County,1/11/2020,0,5,5,0,0,0,3,2,0,0,2021/05/03 12:56:56
San Juan County,8/11/2020,0,13,13,5,2,4,1,1,0,0,2021/05/03 12:56:56
San Juan County,15/11/2020,0,6,6,1,0,0,1,4,0,0,2021/05/03 12:56:56
San Juan County,22/11/2020,0,1,1,1,0,0,0,0,0,0,2021/05/03 12:56:56
San Juan County,29/11/2020,0,4,4,0,0,0,1,2,1,0,2021/05/03 12:56:56
San Juan County,6/12/2020,0,7,7,0,0,2,5,0,0,0,2021/05/03 12:56:56
San Juan County,13/12/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
San Juan County,20/12/2020,0,2,2,0,1,1,0,0,0,0,2021/05/03 12:56:56
San Juan County,27/12/2020,0,6,6,1,0,0,3,1,1,0,2021/05/03 12:56:56
San Juan County,3/1/2021,0,7,7,3,1,1,2,0,0,0,2021/05/03 12:56:56
San Juan County,10/1/2021,0,5,5,0,2,0,2,1,0,0,2021/05/03 12:56:56
San Juan County,17/1/2021,0,3,3,0,0,2,1,0,0,0,2021/05/03 12:56:56
San Juan County,24/1/2021,0,5,5,1,1,0,1,2,0,0,2021/05/03 12:56:56
San Juan County,31/1/2021,0,17,17,8,3,4,2,0,0,0,2021/05/03 12:56:56
San Juan County,7/2/2021,0,6,6,4,1,1,0,0,0,0,2021/05/03 12:56:56
San Juan County,28/2/2021,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
San Juan County,7/3/2021,0,2,2,0,1,0,0,1,0,0,2021/05/03 12:56:56
San Juan County,14/3/2021,1,1,2,0,1,1,0,0,0,0,2021/05/03 12:56:56
San Juan County,21/3/2021,0,2,2,0,1,0,1,0,0,0,2021/05/03 12:56:56
San Juan County,28/3/2021,0,8,8,4,1,1,2,0,0,0,2021/05/03 12:56:56
San Juan County,4/4/2021,0,16,16,8,3,1,3,1,0,0,2021/05/03 12:56:56
San Juan County,11/4/2021,2,8,10,6,0,2,2,0,0,0,2021/05/03 12:56:56
San Juan County,18/4/2021,0,8,8,2,1,3,1,1,0,0,2021/05/03 12:56:56
San Juan County,25/4/2021,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Skagit County,1/3/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Skagit County,8/3/2020,0,13,13,0,3,4,0,5,1,0,2021/05/03 12:56:56
Skagit County,15/3/2020,0,40,40,1,3,9,9,14,4,0,2021/05/03 12:56:56
Skagit County,22/3/2020,0,79,79,6,12,17,14,19,11,0,2021/05/03 12:56:56
Skagit County,29/3/2020,0,34,34,0,8,10,10,3,3,0,2021/05/03 12:56:56
Skagit County,5/4/2020,0,25,25,3,6,8,7,1,0,0,2021/05/03 12:56:56
Skagit County,12/4/2020,0,61,61,0,10,14,19,11,7,0,2021/05/03 12:56:56
Skagit County,19/4/2020,0,53,53,8,16,12,11,5,1,0,2021/05/03 12:56:56
Skagit County,26/4/2020,0,55,55,8,18,11,16,2,0,0,2021/05/03 12:56:56
Skagit County,3/5/2020,0,43,43,5,10,17,10,1,0,0,2021/05/03 12:56:56
Skagit County,10/5/2020,0,23,23,5,6,6,5,1,0,0,2021/05/03 12:56:56
Skagit County,17/5/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Skagit County,24/5/2020,0,9,9,2,2,3,2,0,0,0,2021/05/03 12:56:56
Skagit County,31/5/2020,0,13,13,3,3,6,0,1,0,0,2021/05/03 12:56:56
Skagit County,7/6/2020,0,15,15,1,7,4,2,1,0,0,2021/05/03 12:56:56
Skagit County,14/6/2020,0,23,23,4,8,9,2,0,0,0,2021/05/03 12:56:56
Skagit County,21/6/2020,0,25,25,4,9,10,0,2,0,0,2021/05/03 12:56:56
Skagit County,28/6/2020,0,46,46,6,12,8,8,4,8,0,2021/05/03 12:56:56
Skagit County,5/7/2020,1,73,74,12,22,18,8,9,5,0,2021/05/03 12:56:56
Skagit County,12/7/2020,8,76,84,20,17,25,12,7,3,0,2021/05/03 12:56:56
Skagit County,19/7/2020,4,58,62,9,18,14,17,4,0,0,2021/05/03 12:56:56
Skagit County,26/7/2020,5,75,80,14,27,11,16,9,3,0,2021/05/03 12:56:56
Skagit County,2/8/2020,1,52,53,11,17,8,9,7,1,0,2021/05/03 12:56:56
Skagit County,9/8/2020,5,48,53,12,18,16,4,3,0,0,2021/05/03 12:56:56
Skagit County,16/8/2020,3,47,50,11,18,17,2,1,1,0,2021/05/03 12:56:56
Skagit County,23/8/2020,1,35,36,10,6,9,7,2,2,0,2021/05/03 12:56:56
Skagit County,30/8/2020,0,27,27,7,9,7,3,1,0,0,2021/05/03 12:56:56
Skagit County,6/9/2020,1,16,17,4,5,1,3,4,0,0,2021/05/03 12:56:56
Skagit County,13/9/2020,1,19,20,2,6,5,3,4,0,0,2021/05/03 12:56:56
Skagit County,20/9/2020,1,22,23,2,4,4,7,6,0,0,2021/05/03 12:56:56
Skagit County,27/9/2020,0,29,29,4,9,11,3,2,0,0,2021/05/03 12:56:56
Skagit County,4/10/2020,3,35,38,9,14,7,4,2,2,0,2021/05/03 12:56:56
Skagit County,11/10/2020,2,36,38,5,12,10,6,4,1,0,2021/05/03 12:56:56
Skagit County,18/10/2020,7,39,46,7,14,15,6,1,3,0,2021/05/03 12:56:56
Skagit County,25/10/2020,4,58,62,10,11,14,18,7,2,0,2021/05/03 12:56:56
Skagit County,1/11/2020,4,150,154,28,58,29,24,11,4,0,2021/05/03 12:56:56
Skagit County,8/11/2020,17,221,238,51,63,36,54,31,3,0,2021/05/03 12:56:56
Skagit County,15/11/2020,23,223,246,47,60,66,43,15,14,1,2021/05/03 12:56:56
Skagit County,22/11/2020,13,183,196,41,46,48,39,17,5,0,2021/05/03 12:56:56
Skagit County,29/11/2020,25,297,322,70,95,71,49,26,11,0,2021/05/03 12:56:56
Skagit County,6/12/2020,14,264,278,45,89,60,58,16,10,0,2021/05/03 12:56:56
Skagit County,13/12/2020,22,209,231,45,80,47,35,17,7,0,2021/05/03 12:56:56
Skagit County,20/12/2020,16,148,164,33,39,29,31,17,15,0,2021/05/03 12:56:56
Skagit County,27/12/2020,7,214,221,28,72,49,42,21,9,0,2021/05/03 12:56:56
Skagit County,3/1/2021,20,200,220,44,57,51,41,16,11,0,2021/05/03 12:56:56
Skagit County,10/1/2021,8,177,185,43,56,41,22,20,3,0,2021/05/03 12:56:56
Skagit County,17/1/2021,6,171,177,37,60,36,30,13,1,0,2021/05/03 12:56:56
Skagit County,24/1/2021,9,136,145,23,47,31,25,15,4,0,2021/05/03 12:56:56
Skagit County,31/1/2021,20,87,107,18,34,29,17,5,4,0,2021/05/03 12:56:56
Skagit County,7/2/2021,10,55,65,11,15,13,19,7,0,0,2021/05/03 12:56:56
Skagit County,14/2/2021,17,60,77,9,26,20,14,7,1,0,2021/05/03 12:56:56
Skagit County,21/2/2021,23,77,100,18,35,35,6,5,1,0,2021/05/03 12:56:56
Skagit County,28/2/2021,19,67,86,20,27,18,14,6,1,0,2021/05/03 12:56:56
Skagit County,7/3/2021,13,49,62,19,19,15,5,3,1,0,2021/05/03 12:56:56
Skagit County,14/3/2021,8,33,41,7,10,10,10,3,1,0,2021/05/03 12:56:56
Skagit County,21/3/2021,11,52,63,22,14,16,9,2,0,0,2021/05/03 12:56:56
Skagit County,28/3/2021,20,59,79,16,31,19,11,0,2,0,2021/05/03 12:56:56
Skagit County,4/4/2021,41,86,127,23,40,34,26,4,0,0,2021/05/03 12:56:56
Skagit County,11/4/2021,35,131,166,46,42,47,25,4,2,0,2021/05/03 12:56:56
Skagit County,18/4/2021,45,139,184,38,52,41,35,13,5,0,2021/05/03 12:56:56
Skagit County,25/4/2021,51,114,165,49,41,39,23,7,6,0,2021/05/03 12:56:56
Skagit County,2/5/2021,1,1,2,0,1,0,1,0,0,0,2021/05/03 12:56:56
Skamania County,22/3/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Skamania County,29/3/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
Skamania County,5/4/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Skamania County,21/6/2020,0,4,4,0,1,0,0,2,1,0,2021/05/03 12:56:56
Skamania County,28/6/2020,0,12,12,3,3,2,4,0,0,0,2021/05/03 12:56:56
Skamania County,5/7/2020,0,17,17,2,4,3,5,2,1,0,2021/05/03 12:56:56
Skamania County,12/7/2020,0,9,9,3,1,3,0,2,0,0,2021/05/03 12:56:56
Skamania County,19/7/2020,1,3,4,1,0,1,1,1,0,0,2021/05/03 12:56:56
Skamania County,26/7/2020,0,6,6,2,0,1,1,1,1,0,2021/05/03 12:56:56
Skamania County,2/8/2020,0,3,3,0,0,2,0,1,0,0,2021/05/03 12:56:56
Skamania County,9/8/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Skamania County,30/8/2020,0,2,2,0,1,0,1,0,0,0,2021/05/03 12:56:56
Skamania County,13/9/2020,0,3,3,1,2,0,0,0,0,0,2021/05/03 12:56:56
Skamania County,20/9/2020,0,2,2,0,1,0,0,1,0,0,2021/05/03 12:56:56
Skamania County,27/9/2020,1,0,1,0,1,0,0,0,0,0,2021/05/03 12:56:56
Skamania County,4/10/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Skamania County,11/10/2020,0,6,6,3,0,0,3,0,0,0,2021/05/03 12:56:56
Skamania County,18/10/2020,0,2,2,0,0,1,1,0,0,0,2021/05/03 12:56:56
Skamania County,25/10/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Skamania County,1/11/2020,0,2,2,0,1,1,0,0,0,0,2021/05/03 12:56:56
Skamania County,8/11/2020,0,10,10,1,5,1,2,0,1,0,2021/05/03 12:56:56
Skamania County,15/11/2020,0,13,13,4,1,3,5,0,0,0,2021/05/03 12:56:56
Skamania County,22/11/2020,0,9,9,2,2,0,5,0,0,0,2021/05/03 12:56:56
Skamania County,29/11/2020,0,25,25,7,3,8,5,2,0,0,2021/05/03 12:56:56
Skamania County,6/12/2020,0,15,15,2,3,3,6,1,0,0,2021/05/03 12:56:56
Skamania County,13/12/2020,0,21,21,4,5,7,4,1,0,0,2021/05/03 12:56:56
Skamania County,20/12/2020,0,14,14,2,2,3,5,2,0,0,2021/05/03 12:56:56
Skamania County,27/12/2020,0,17,17,2,3,2,7,2,1,0,2021/05/03 12:56:56
Skamania County,3/1/2021,0,14,14,3,3,5,2,1,0,0,2021/05/03 12:56:56
Skamania County,10/1/2021,0,16,16,3,2,4,4,3,0,0,2021/05/03 12:56:56
Skamania County,17/1/2021,0,7,7,4,1,1,1,0,0,0,2021/05/03 12:56:56
Skamania County,24/1/2021,0,7,7,1,1,1,3,1,0,0,2021/05/03 12:56:56
Skamania County,31/1/2021,0,6,6,0,0,3,1,1,1,0,2021/05/03 12:56:56
Skamania County,7/2/2021,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Skamania County,14/2/2021,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Skamania County,21/2/2021,0,2,2,0,1,1,0,0,0,0,2021/05/03 12:56:56
Skamania County,28/2/2021,0,1,1,0,1,0,0,0,0,0,2021/05/03 12:56:56
Skamania County,14/3/2021,0,6,6,2,1,3,0,0,0,0,2021/05/03 12:56:56
Skamania County,21/3/2021,0,2,2,0,0,1,1,0,0,0,2021/05/03 12:56:56
Skamania County,28/3/2021,0,3,3,1,2,0,0,0,0,0,2021/05/03 12:56:56
Skamania County,4/4/2021,0,8,8,0,3,1,4,0,0,0,2021/05/03 12:56:56
Skamania County,11/4/2021,0,10,10,1,1,4,2,2,0,0,2021/05/03 12:56:56
Skamania County,18/4/2021,0,10,10,3,0,4,2,0,0,1,2021/05/03 12:56:56
Skamania County,25/4/2021,0,21,21,6,4,3,5,2,1,0,2021/05/03 12:56:56
Skamania County,2/5/2021,1,2,3,1,2,0,0,0,0,0,2021/05/03 12:56:56
Snohomish County,19/1/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Snohomish County,26/1/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Snohomish County,23/2/2020,0,3,3,1,0,1,1,0,0,0,2021/05/03 12:56:56
Snohomish County,1/3/2020,0,61,61,0,7,15,24,13,2,0,2021/05/03 12:56:56
Snohomish County,8/3/2020,0,245,245,6,39,47,73,48,32,0,2021/05/03 12:56:56
Snohomish County,15/3/2020,0,426,426,1,84,114,135,66,26,0,2021/05/03 12:56:56
Snohomish County,22/3/2020,0,478,478,11,114,127,145,57,24,0,2021/05/03 12:56:56
Snohomish County,29/3/2020,0,426,426,17,90,115,121,52,31,0,2021/05/03 12:56:56
Snohomish County,5/4/2020,0,293,293,16,67,81,71,35,23,0,2021/05/03 12:56:56
Snohomish County,12/4/2020,0,235,235,12,54,41,53,38,37,0,2021/05/03 12:56:56
Snohomish County,19/4/2020,0,193,193,11,42,53,49,14,24,0,2021/05/03 12:56:56
Snohomish County,26/4/2020,0,199,199,14,44,47,46,22,26,0,2021/05/03 12:56:56
Snohomish County,3/5/2020,0,144,144,12,38,37,34,13,10,0,2021/05/03 12:56:56
Snohomish County,10/5/2020,0,118,118,5,26,26,27,10,24,0,2021/05/03 12:56:56
Snohomish County,17/5/2020,0,113,113,14,30,23,14,15,17,0,2021/05/03 12:56:56
Snohomish County,24/5/2020,0,67,67,5,14,19,20,8,1,0,2021/05/03 12:56:56
Snohomish County,31/5/2020,0,67,67,11,21,19,10,5,1,0,2021/05/03 12:56:56
Snohomish County,7/6/2020,0,107,107,15,26,19,23,14,10,0,2021/05/03 12:56:56
Snohomish County,14/6/2020,0,174,174,38,51,43,24,13,5,0,2021/05/03 12:56:56
Snohomish County,21/6/2020,2,217,219,41,88,29,40,17,4,0,2021/05/03 12:56:56
Snohomish County,28/6/2020,0,259,259,58,95,54,41,8,3,0,2021/05/03 12:56:56
Snohomish County,5/7/2020,3,348,351,80,128,77,44,15,7,0,2021/05/03 12:56:56
Snohomish County,12/7/2020,4,367,371,55,116,105,60,24,11,0,2021/05/03 12:56:56
Snohomish County,19/7/2020,4,347,351,74,102,96,47,22,10,0,2021/05/03 12:56:56
Snohomish County,26/7/2020,8,358,366,74,95,98,65,25,9,0,2021/05/03 12:56:56
Snohomish County,2/8/2020,11,321,332,58,100,83,58,28,5,0,2021/05/03 12:56:56
Snohomish County,9/8/2020,13,247,260,45,80,71,40,20,4,0,2021/05/03 12:56:56
Snohomish County,16/8/2020,21,204,225,33,80,48,37,19,8,0,2021/05/03 12:56:56
Snohomish County,23/8/2020,16,241,257,61,90,54,36,10,6,0,2021/05/03 12:56:56
Snohomish County,30/8/2020,10,184,194,39,52,50,32,13,8,0,2021/05/03 12:56:56
Snohomish County,6/9/2020,5,146,151,24,48,36,23,18,2,0,2021/05/03 12:56:56
Snohomish County,13/9/2020,4,165,169,28,52,42,30,10,7,0,2021/05/03 12:56:56
Snohomish County,20/9/2020,7,228,235,42,74,46,56,13,4,0,2021/05/03 12:56:56
Snohomish County,27/9/2020,6,270,276,46,93,71,46,17,3,0,2021/05/03 12:56:56
Snohomish County,4/10/2020,19,388,407,67,144,93,64,28,11,0,2021/05/03 12:56:56
Snohomish County,11/10/2020,12,473,485,61,144,143,74,36,27,0,2021/05/03 12:56:56
Snohomish County,18/10/2020,10,543,553,75,152,149,119,40,18,0,2021/05/03 12:56:56
Snohomish County,25/10/2020,12,607,619,83,200,166,105,46,19,0,2021/05/03 12:56:56
Snohomish County,1/11/2020,15,1152,1167,206,371,286,195,74,34,1,2021/05/03 12:56:56
Snohomish County,8/11/2020,48,1357,1405,256,418,343,232,99,57,0,2021/05/03 12:56:56
Snohomish County,15/11/2020,31,1688,1719,248,538,455,328,101,49,0,2021/05/03 12:56:56
Snohomish County,22/11/2020,19,1622,1641,251,473,436,310,110,61,0,2021/05/03 12:56:56
Snohomish County,29/11/2020,69,1839,1908,309,569,455,336,166,73,0,2021/05/03 12:56:56
Snohomish County,6/12/2020,61,1703,1764,285,467,481,313,142,76,0,2021/05/03 12:56:56
Snohomish County,13/12/2020,42,1538,1580,265,423,384,296,150,59,3,2021/05/03 12:56:56
Snohomish County,20/12/2020,28,1253,1281,206,314,301,261,127,71,1,2021/05/03 12:56:56
Snohomish County,27/12/2020,42,1725,1767,281,508,445,306,160,65,2,2021/05/03 12:56:56
Snohomish County,3/1/2021,40,1767,1807,312,516,491,323,108,56,1,2021/05/03 12:56:56
Snohomish County,10/1/2021,24,1107,1131,189,327,313,208,68,25,1,2021/05/03 12:56:56
Snohomish County,17/1/2021,17,787,804,127,242,197,162,59,17,0,2021/05/03 12:56:56
Snohomish County,24/1/2021,46,736,782,158,193,209,161,46,15,0,2021/05/03 12:56:56
Snohomish County,31/1/2021,68,715,783,154,206,210,149,51,13,0,2021/05/03 12:56:56
Snohomish County,7/2/2021,67,430,497,104,123,140,88,39,3,0,2021/05/03 12:56:56
Snohomish County,14/2/2021,49,426,475,82,125,119,116,30,3,0,2021/05/03 12:56:56
Snohomish County,21/2/2021,59,358,417,90,106,110,82,24,5,0,2021/05/03 12:56:56
Snohomish County,28/2/2021,66,320,386,82,103,109,62,25,5,0,2021/05/03 12:56:56
Snohomish County,7/3/2021,44,272,316,50,102,67,70,24,3,0,2021/05/03 12:56:56
Snohomish County,14/3/2021,48,354,402,87,108,108,73,20,6,0,2021/05/03 12:56:56
Snohomish County,21/3/2021,94,473,567,117,175,153,91,30,1,0,2021/05/03 12:56:56
Snohomish County,28/3/2021,156,571,727,144,250,172,112,44,2,3,2021/05/03 12:56:56
Snohomish County,4/4/2021,167,649,816,152,283,188,141,40,8,4,2021/05/03 12:56:56
Snohomish County,11/4/2021,145,823,968,270,255,261,147,31,4,0,2021/05/03 12:56:56
Snohomish County,18/4/2021,142,814,956,239,299,236,138,33,11,0,2021/05/03 12:56:56
Snohomish County,25/4/2021,109,689,798,216,229,199,120,31,3,0,2021/05/03 12:56:56
Snohomish County,2/5/2021,1,8,9,0,3,3,3,0,0,0,2021/05/03 12:56:56
Spokane County,19/1/2020,1,0,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
Spokane County,9/2/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Spokane County,16/2/2020,1,0,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
Spokane County,8/3/2020,0,10,10,0,2,2,4,1,1,0,2021/05/03 12:56:56
Spokane County,15/3/2020,0,47,47,1,8,9,17,10,2,0,2021/05/03 12:56:56
Spokane County,22/3/2020,0,94,94,0,15,27,26,20,6,0,2021/05/03 12:56:56
Spokane County,29/3/2020,0,77,77,5,13,14,26,15,4,0,2021/05/03 12:56:56
Spokane County,5/4/2020,0,50,50,0,9,8,11,10,12,0,2021/05/03 12:56:56
Spokane County,12/4/2020,0,37,37,0,7,8,7,6,9,0,2021/05/03 12:56:56
Spokane County,19/4/2020,0,39,39,4,10,6,6,8,5,0,2021/05/03 12:56:56
Spokane County,26/4/2020,0,24,24,0,7,4,4,4,5,0,2021/05/03 12:56:56
Spokane County,3/5/2020,0,14,14,5,2,4,1,1,1,0,2021/05/03 12:56:56
Spokane County,10/5/2020,0,24,24,5,5,8,5,1,0,0,2021/05/03 12:56:56
Spokane County,17/5/2020,0,100,100,19,39,24,12,4,2,0,2021/05/03 12:56:56
Spokane County,24/5/2020,0,102,102,15,43,26,11,4,3,0,2021/05/03 12:56:56
Spokane County,31/5/2020,0,150,150,33,55,27,24,5,6,0,2021/05/03 12:56:56
Spokane County,7/6/2020,0,95,95,16,35,25,10,7,2,0,2021/05/03 12:56:56
Spokane County,14/6/2020,0,203,203,37,81,37,26,17,5,0,2021/05/03 12:56:56
Spokane County,21/6/2020,0,352,352,53,169,60,54,14,2,0,2021/05/03 12:56:56
Spokane County,28/6/2020,0,490,490,71,244,91,54,18,12,0,2021/05/03 12:56:56
Spokane County,5/7/2020,0,502,502,61,208,123,69,26,15,0,2021/05/03 12:56:56
Spokane County,12/7/2020,1,526,527,77,172,114,99,38,27,0,2021/05/03 12:56:56
Spokane County,19/7/2020,1,587,588,95,160,127,94,66,44,2,2021/05/03 12:56:56
Spokane County,26/7/2020,0,594,594,52,183,129,104,63,63,0,2021/05/03 12:56:56
Spokane County,2/8/2020,0,463,463,53,161,96,88,38,27,0,2021/05/03 12:56:56
Spokane County,9/8/2020,0,305,305,41,98,67,65,20,12,2,2021/05/03 12:56:56
Spokane County,16/8/2020,2,222,224,22,67,47,43,26,19,0,2021/05/03 12:56:56
Spokane County,23/8/2020,6,263,269,37,87,52,52,29,12,0,2021/05/03 12:56:56
Spokane County,30/8/2020,3,265,268,32,96,54,56,20,10,0,2021/05/03 12:56:56
Spokane County,6/9/2020,4,328,332,41,94,77,67,38,15,0,2021/05/03 12:56:56
Spokane County,13/9/2020,9,448,457,80,135,80,99,39,23,1,2021/05/03 12:56:56
Spokane County,20/9/2020,8,561,569,120,181,80,120,46,21,1,2021/05/03 12:56:56
Spokane County,27/9/2020,5,574,579,124,183,114,84,45,29,0,2021/05/03 12:56:56
Spokane County,4/10/2020,12,607,619,123,172,113,115,62,31,3,2021/05/03 12:56:56
Spokane County,11/10/2020,17,556,573,116,165,126,102,48,15,1,2021/05/03 12:56:56
Spokane County,18/10/2020,19,652,671,90,199,135,131,91,23,2,2021/05/03 12:56:56
Spokane County,25/10/2020,18,827,845,119,235,210,178,82,21,0,2021/05/03 12:56:56
Spokane County,1/11/2020,48,1294,1342,215,396,333,243,120,32,3,2021/05/03 12:56:56
Spokane County,8/11/2020,39,1762,1801,313,558,388,335,166,39,2,2021/05/03 12:56:56
Spokane County,15/11/2020,80,2099,2179,278,709,539,378,204,67,4,2021/05/03 12:56:56
Spokane County,22/11/2020,80,2090,2170,332,655,520,388,207,67,1,2021/05/03 12:56:56
Spokane County,29/11/2020,69,2539,2608,366,782,629,559,194,76,2,2021/05/03 12:56:56
Spokane County,6/12/2020,136,2265,2401,286,734,605,458,198,120,0,2021/05/03 12:56:56
Spokane County,13/12/2020,85,2051,2136,306,591,553,432,180,73,1,2021/05/03 12:56:56
Spokane County,20/12/2020,92,1371,1463,184,413,382,277,154,53,0,2021/05/03 12:56:56
Spokane County,27/12/2020,61,1701,1762,235,498,367,357,216,88,1,2021/05/03 12:56:56
Spokane County,3/1/2021,73,2273,2346,417,654,483,477,238,76,1,2021/05/03 12:56:56
Spokane County,10/1/2021,48,1589,1637,268,412,347,355,193,60,2,2021/05/03 12:56:56
Spokane County,17/1/2021,53,1129,1182,213,316,287,216,101,48,1,2021/05/03 12:56:56
Spokane County,24/1/2021,89,926,1015,214,287,214,165,104,27,4,2021/05/03 12:56:56
Spokane County,31/1/2021,108,701,809,138,227,159,176,86,23,0,2021/05/03 12:56:56
Spokane County,7/2/2021,68,593,661,144,159,153,124,57,24,0,2021/05/03 12:56:56
Spokane County,14/2/2021,76,475,551,108,137,142,104,42,17,1,2021/05/03 12:56:56
Spokane County,21/2/2021,76,383,459,85,127,110,94,37,6,0,2021/05/03 12:56:56
Spokane County,28/2/2021,48,338,386,91,104,97,65,21,8,0,2021/05/03 12:56:56
Spokane County,7/3/2021,59,316,375,67,103,101,64,29,11,0,2021/05/03 12:56:56
Spokane County,14/3/2021,55,350,405,97,113,87,84,22,2,0,2021/05/03 12:56:56
Spokane County,21/3/2021,83,385,468,103,182,81,78,18,6,0,2021/05/03 12:56:56
Spokane County,28/3/2021,109,386,495,96,179,112,76,22,9,1,2021/05/03 12:56:56
Spokane County,4/4/2021,136,489,625,146,242,105,90,34,8,0,2021/05/03 12:56:56
Spokane County,11/4/2021,119,677,796,199,265,156,118,46,12,0,2021/05/03 12:56:56
Spokane County,18/4/2021,80,633,713,180,200,160,121,42,10,0,2021/05/03 12:56:56
Spokane County,25/4/2021,99,502,601,184,177,114,93,28,4,1,2021/05/03 12:56:56
Spokane County,2/5/2021,0,4,4,1,0,1,1,1,0,0,2021/05/03 12:56:56
Stevens County,8/3/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Stevens County,15/3/2020,0,2,2,0,0,0,2,0,0,0,2021/05/03 12:56:56
Stevens County,22/3/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Stevens County,29/3/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
Stevens County,5/4/2020,0,3,3,0,1,0,2,0,0,0,2021/05/03 12:56:56
Stevens County,12/4/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Stevens County,19/4/2020,0,1,1,1,0,0,0,0,0,0,2021/05/03 12:56:56
Stevens County,10/5/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Stevens County,17/5/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Stevens County,31/5/2020,0,2,2,0,0,0,2,0,0,0,2021/05/03 12:56:56
Stevens County,7/6/2020,0,3,3,1,0,0,2,0,0,0,2021/05/03 12:56:56
Stevens County,21/6/2020,0,2,2,0,0,0,0,2,0,0,2021/05/03 12:56:56
Stevens County,28/6/2020,0,6,6,1,1,2,2,0,0,0,2021/05/03 12:56:56
Stevens County,5/7/2020,0,12,12,3,3,4,2,0,0,0,2021/05/03 12:56:56
Stevens County,12/7/2020,0,17,17,4,3,3,5,2,0,0,2021/05/03 12:56:56
Stevens County,19/7/2020,0,15,15,1,4,5,2,3,0,0,2021/05/03 12:56:56
Stevens County,26/7/2020,0,24,24,10,3,8,1,2,0,0,2021/05/03 12:56:56
Stevens County,2/8/2020,0,19,19,0,4,4,7,3,1,0,2021/05/03 12:56:56
Stevens County,9/8/2020,0,7,7,1,2,1,1,1,1,0,2021/05/03 12:56:56
Stevens County,16/8/2020,0,5,5,0,2,1,2,0,0,0,2021/05/03 12:56:56
Stevens County,23/8/2020,0,4,4,2,0,2,0,0,0,0,2021/05/03 12:56:56
