County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Stevens County,30/8/2020,0,7,7,0,3,0,3,0,1,0,2021/05/03 12:56:56
Stevens County,6/9/2020,0,4,4,0,2,1,1,0,0,0,2021/05/03 12:56:56
Stevens County,13/9/2020,1,19,20,2,1,4,1,5,7,0,2021/05/03 12:56:56
Stevens County,20/9/2020,1,23,24,1,8,5,4,0,6,0,2021/05/03 12:56:56
Stevens County,27/9/2020,0,22,22,1,6,4,7,4,0,0,2021/05/03 12:56:56
Stevens County,4/10/2020,0,20,20,2,5,5,5,2,1,0,2021/05/03 12:56:56
Stevens County,11/10/2020,2,20,22,4,6,5,5,0,2,0,2021/05/03 12:56:56
Stevens County,18/10/2020,4,12,16,4,4,3,4,0,1,0,2021/05/03 12:56:56
Stevens County,25/10/2020,2,44,46,12,8,11,6,8,1,0,2021/05/03 12:56:56
Stevens County,1/11/2020,7,61,68,9,14,14,19,9,3,0,2021/05/03 12:56:56
Stevens County,8/11/2020,7,103,110,9,20,21,34,20,6,0,2021/05/03 12:56:56
Stevens County,15/11/2020,19,131,150,16,27,40,29,34,4,0,2021/05/03 12:56:56
Stevens County,22/11/2020,12,109,121,13,28,26,32,16,6,0,2021/05/03 12:56:56
Stevens County,29/11/2020,22,138,160,29,27,39,32,26,7,0,2021/05/03 12:56:56
Stevens County,6/12/2020,21,90,111,13,29,20,22,16,11,0,2021/05/03 12:56:56
Stevens County,13/12/2020,7,88,95,8,27,20,25,13,2,0,2021/05/03 12:56:56
Stevens County,20/12/2020,4,44,48,7,14,10,8,8,1,0,2021/05/03 12:56:56
Stevens County,27/12/2020,2,48,50,5,17,7,11,5,5,0,2021/05/03 12:56:56
Stevens County,3/1/2021,5,101,106,10,22,19,27,27,1,0,2021/05/03 12:56:56
Stevens County,10/1/2021,4,51,55,11,13,7,12,10,2,0,2021/05/03 12:56:56
Stevens County,17/1/2021,3,54,57,9,9,15,11,10,3,0,2021/05/03 12:56:56
Stevens County,24/1/2021,2,61,63,6,14,13,14,12,4,0,2021/05/03 12:56:56
Stevens County,31/1/2021,3,30,33,4,12,0,7,6,4,0,2021/05/03 12:56:56
Stevens County,7/2/2021,3,24,27,3,4,10,7,3,0,0,2021/05/03 12:56:56
Stevens County,14/2/2021,2,24,26,5,5,8,8,0,0,0,2021/05/03 12:56:56
Stevens County,21/2/2021,1,39,40,5,19,7,4,5,0,0,2021/05/03 12:56:56
Stevens County,28/2/2021,11,40,51,10,7,14,15,5,0,0,2021/05/03 12:56:56
Stevens County,7/3/2021,0,26,26,1,5,2,8,9,1,0,2021/05/03 12:56:56
Stevens County,14/3/2021,2,19,21,0,4,4,7,5,1,0,2021/05/03 12:56:56
Stevens County,21/3/2021,2,34,36,2,5,10,7,9,3,0,2021/05/03 12:56:56
Stevens County,28/3/2021,2,45,47,10,8,13,8,5,3,0,2021/05/03 12:56:56
Stevens County,4/4/2021,6,57,63,8,20,11,15,6,3,0,2021/05/03 12:56:56
Stevens County,11/4/2021,4,60,64,13,12,17,12,9,1,0,2021/05/03 12:56:56
Stevens County,18/4/2021,6,73,79,9,18,17,18,10,7,0,2021/05/03 12:56:56
Stevens County,25/4/2021,6,53,59,10,14,13,14,8,0,0,2021/05/03 12:56:56
Thurston County,19/1/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
Thurston County,8/3/2020,0,6,6,0,1,2,2,1,0,0,2021/05/03 12:56:56
Thurston County,15/3/2020,0,14,14,0,2,4,8,0,0,0,2021/05/03 12:56:56
Thurston County,22/3/2020,0,31,31,0,1,11,11,6,2,0,2021/05/03 12:56:56
Thurston County,29/3/2020,0,26,26,1,7,6,9,3,0,0,2021/05/03 12:56:56
Thurston County,5/4/2020,0,8,8,0,2,0,2,4,0,0,2021/05/03 12:56:56
Thurston County,12/4/2020,0,13,13,1,4,4,2,2,0,0,2021/05/03 12:56:56
Thurston County,19/4/2020,0,10,10,2,0,2,2,4,0,0,2021/05/03 12:56:56
Thurston County,26/4/2020,0,7,7,1,1,1,3,1,0,0,2021/05/03 12:56:56
Thurston County,3/5/2020,0,10,10,2,1,4,2,0,1,0,2021/05/03 12:56:56
Thurston County,10/5/2020,0,3,3,0,0,1,1,1,0,0,2021/05/03 12:56:56
Thurston County,17/5/2020,0,4,4,0,0,3,0,1,0,0,2021/05/03 12:56:56
Thurston County,24/5/2020,0,24,24,1,2,3,7,5,6,0,2021/05/03 12:56:56
Thurston County,31/5/2020,0,21,21,0,6,3,5,3,4,0,2021/05/03 12:56:56
Thurston County,7/6/2020,0,28,28,1,10,6,2,3,6,0,2021/05/03 12:56:56
Thurston County,14/6/2020,0,20,20,4,8,3,4,1,0,0,2021/05/03 12:56:56
Thurston County,21/6/2020,0,42,42,5,19,10,4,4,0,0,2021/05/03 12:56:56
Thurston County,28/6/2020,0,54,54,9,27,8,6,4,0,0,2021/05/03 12:56:56
Thurston County,5/7/2020,3,92,95,14,29,16,28,5,2,1,2021/05/03 12:56:56
Thurston County,12/7/2020,0,108,108,12,36,26,22,7,4,1,2021/05/03 12:56:56
Thurston County,19/7/2020,2,82,84,11,35,18,14,3,3,0,2021/05/03 12:56:56
Thurston County,26/7/2020,4,86,90,19,19,27,18,7,0,0,2021/05/03 12:56:56
Thurston County,2/8/2020,4,97,101,23,26,22,23,6,1,0,2021/05/03 12:56:56
Thurston County,9/8/2020,6,64,70,11,22,16,13,6,2,0,2021/05/03 12:56:56
Thurston County,16/8/2020,2,70,72,14,20,13,16,9,0,0,2021/05/03 12:56:56
Thurston County,23/8/2020,4,57,61,6,28,14,9,4,0,0,2021/05/03 12:56:56
Thurston County,30/8/2020,14,34,48,14,14,12,6,2,0,0,2021/05/03 12:56:56
Thurston County,6/9/2020,10,31,41,9,14,8,5,5,0,0,2021/05/03 12:56:56
Thurston County,13/9/2020,8,35,43,7,13,9,8,6,0,0,2021/05/03 12:56:56
Thurston County,20/9/2020,9,78,87,15,18,16,19,16,3,0,2021/05/03 12:56:56
Thurston County,27/9/2020,14,102,116,13,35,26,25,13,4,0,2021/05/03 12:56:56
Thurston County,4/10/2020,15,109,124,20,32,29,18,16,9,0,2021/05/03 12:56:56
Thurston County,11/10/2020,12,142,154,27,36,22,14,24,31,0,2021/05/03 12:56:56
Thurston County,18/10/2020,6,144,150,13,39,31,34,17,16,0,2021/05/03 12:56:56
Thurston County,25/10/2020,6,184,190,25,37,57,29,26,16,0,2021/05/03 12:56:56
Thurston County,1/11/2020,19,276,295,56,94,69,40,24,12,0,2021/05/03 12:56:56
Thurston County,8/11/2020,23,368,391,61,101,98,83,37,11,0,2021/05/03 12:56:56
Thurston County,15/11/2020,15,387,402,49,140,110,74,23,5,1,2021/05/03 12:56:56
Thurston County,22/11/2020,15,296,311,53,94,69,61,29,5,0,2021/05/03 12:56:56
Thurston County,29/11/2020,22,363,385,62,124,91,70,26,10,2,2021/05/03 12:56:56
Thurston County,6/12/2020,32,318,350,49,123,72,75,22,9,0,2021/05/03 12:56:56
Thurston County,13/12/2020,25,331,356,70,101,88,63,22,12,0,2021/05/03 12:56:56
Thurston County,20/12/2020,22,265,287,48,87,82,43,24,3,0,2021/05/03 12:56:56
Thurston County,27/12/2020,34,369,403,63,130,89,83,30,8,0,2021/05/03 12:56:56
Thurston County,3/1/2021,43,426,469,79,167,114,71,24,12,2,2021/05/03 12:56:56
Thurston County,10/1/2021,35,339,374,53,133,73,79,26,10,0,2021/05/03 12:56:56
Thurston County,17/1/2021,32,347,379,67,142,76,68,19,6,1,2021/05/03 12:56:56
Thurston County,24/1/2021,40,252,292,46,103,50,62,23,7,1,2021/05/03 12:56:56
Thurston County,31/1/2021,38,204,242,54,61,57,39,20,10,1,2021/05/03 12:56:56
Thurston County,7/2/2021,30,96,126,23,40,29,19,10,5,0,2021/05/03 12:56:56
Thurston County,14/2/2021,51,110,161,38,41,42,16,19,5,0,2021/05/03 12:56:56
Thurston County,21/2/2021,33,121,154,25,55,30,29,11,4,0,2021/05/03 12:56:56
Thurston County,28/2/2021,24,97,121,28,29,32,22,9,1,0,2021/05/03 12:56:56
Thurston County,7/3/2021,13,109,122,21,27,39,23,10,2,0,2021/05/03 12:56:56
Thurston County,14/3/2021,19,103,122,26,40,22,20,11,3,0,2021/05/03 12:56:56
Thurston County,21/3/2021,28,147,175,28,63,47,20,14,3,0,2021/05/03 12:56:56
Thurston County,28/3/2021,38,143,181,30,59,45,38,5,2,2,2021/05/03 12:56:56
Thurston County,4/4/2021,46,183,229,42,78,52,37,17,3,0,2021/05/03 12:56:56
Thurston County,11/4/2021,65,200,265,52,81,71,45,10,6,0,2021/05/03 12:56:56
Thurston County,18/4/2021,62,242,304,64,102,70,39,16,11,2,2021/05/03 12:56:56
Thurston County,25/4/2021,70,137,207,61,77,35,22,11,1,0,2021/05/03 12:56:56
Thurston County,2/5/2021,1,4,5,0,0,1,1,2,1,0,2021/05/03 12:56:56
Wahkiakum County,29/3/2020,0,2,2,0,0,1,1,0,0,0,2021/05/03 12:56:56
Wahkiakum County,3/5/2020,0,2,2,0,0,1,1,0,0,0,2021/05/03 12:56:56
Wahkiakum County,14/6/2020,0,1,1,0,0,1,0,0,0,0,2021/05/03 12:56:56
Wahkiakum County,21/6/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Wahkiakum County,16/8/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
Wahkiakum County,4/10/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Wahkiakum County,11/10/2020,0,2,2,0,0,0,2,0,0,0,2021/05/03 12:56:56
Wahkiakum County,25/10/2020,0,1,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Wahkiakum County,8/11/2020,0,4,4,0,1,0,3,0,0,0,2021/05/03 12:56:56
Wahkiakum County,15/11/2020,0,7,7,0,2,1,3,1,0,0,2021/05/03 12:56:56
Wahkiakum County,22/11/2020,0,11,11,2,3,0,5,1,0,0,2021/05/03 12:56:56
Wahkiakum County,29/11/2020,0,8,8,1,1,2,4,0,0,0,2021/05/03 12:56:56
Wahkiakum County,6/12/2020,0,2,2,1,1,0,0,0,0,0,2021/05/03 12:56:56
Wahkiakum County,13/12/2020,0,3,3,2,0,1,0,0,0,0,2021/05/03 12:56:56
Wahkiakum County,20/12/2020,0,2,2,1,0,1,0,0,0,0,2021/05/03 12:56:56
Wahkiakum County,27/12/2020,0,3,3,0,0,1,2,0,0,0,2021/05/03 12:56:56
Wahkiakum County,3/1/2021,0,7,7,0,1,3,1,2,0,0,2021/05/03 12:56:56
Wahkiakum County,10/1/2021,0,6,6,2,0,1,3,0,0,0,2021/05/03 12:56:56
Wahkiakum County,17/1/2021,0,2,2,0,0,1,0,1,0,0,2021/05/03 12:56:56
Wahkiakum County,24/1/2021,1,5,6,2,1,1,1,0,1,0,2021/05/03 12:56:56
Wahkiakum County,7/2/2021,0,6,6,0,2,3,0,1,0,0,2021/05/03 12:56:56
Wahkiakum County,14/2/2021,0,11,11,6,0,2,2,0,1,0,2021/05/03 12:56:56
Wahkiakum County,21/2/2021,2,5,7,2,2,1,0,2,0,0,2021/05/03 12:56:56
Wahkiakum County,28/2/2021,0,5,5,3,1,1,0,0,0,0,2021/05/03 12:56:56
Wahkiakum County,21/3/2021,1,0,1,0,0,0,1,0,0,0,2021/05/03 12:56:56
Wahkiakum County,4/4/2021,0,2,2,0,2,0,0,0,0,0,2021/05/03 12:56:56
Wahkiakum County,11/4/2021,0,3,3,1,1,0,1,0,0,0,2021/05/03 12:56:56
Wahkiakum County,25/4/2021,0,1,1,0,0,0,0,0,1,0,2021/05/03 12:56:56
Walla Walla County,15/3/2020,0,2,2,0,1,1,0,0,0,0,2021/05/03 12:56:56
Walla Walla County,22/3/2020,0,5,5,0,1,1,1,2,0,0,2021/05/03 12:56:56
Walla Walla County,29/3/2020,0,8,8,1,0,4,2,1,0,0,2021/05/03 12:56:56
Walla Walla County,5/4/2020,0,10,10,0,6,1,2,1,0,0,2021/05/03 12:56:56
Walla Walla County,12/4/2020,0,12,12,1,3,5,2,1,0,0,2021/05/03 12:56:56
Walla Walla County,19/4/2020,0,33,33,3,4,7,12,6,1,0,2021/05/03 12:56:56
Walla Walla County,26/4/2020,0,20,20,2,10,6,2,0,0,0,2021/05/03 12:56:56
Walla Walla County,3/5/2020,0,14,14,0,5,4,0,0,5,0,2021/05/03 12:56:56
Walla Walla County,10/5/2020,0,2,2,0,2,0,0,0,0,0,2021/05/03 12:56:56
Walla Walla County,17/5/2020,0,3,3,0,0,2,1,0,0,0,2021/05/03 12:56:56
Walla Walla County,24/5/2020,0,4,4,3,1,0,0,0,0,0,2021/05/03 12:56:56
Walla Walla County,31/5/2020,0,6,6,0,0,2,4,0,0,0,2021/05/03 12:56:56
Walla Walla County,7/6/2020,0,8,8,1,0,4,2,1,0,0,2021/05/03 12:56:56
Walla Walla County,14/6/2020,0,22,22,2,5,11,4,0,0,0,2021/05/03 12:56:56
Walla Walla County,21/6/2020,0,29,29,3,10,7,6,2,1,0,2021/05/03 12:56:56
Walla Walla County,28/6/2020,0,24,24,2,12,5,1,4,0,0,2021/05/03 12:56:56
Walla Walla County,5/7/2020,0,54,54,3,24,15,10,1,1,0,2021/05/03 12:56:56
Walla Walla County,12/7/2020,0,55,55,10,15,16,11,3,0,0,2021/05/03 12:56:56
Walla Walla County,19/7/2020,0,76,76,15,22,17,13,6,3,0,2021/05/03 12:56:56
Walla Walla County,26/7/2020,0,101,101,11,28,30,25,3,4,0,2021/05/03 12:56:56
Walla Walla County,2/8/2020,0,76,76,13,19,20,14,6,4,0,2021/05/03 12:56:56
Walla Walla County,9/8/2020,0,93,93,6,21,29,29,3,5,0,2021/05/03 12:56:56
Walla Walla County,16/8/2020,0,69,69,8,21,16,16,7,1,0,2021/05/03 12:56:56
Walla Walla County,23/8/2020,1,43,44,7,13,13,10,1,0,0,2021/05/03 12:56:56
Walla Walla County,30/8/2020,1,35,36,6,10,9,9,0,2,0,2021/05/03 12:56:56
Walla Walla County,6/9/2020,0,30,30,1,9,8,8,4,0,0,2021/05/03 12:56:56
Walla Walla County,13/9/2020,2,36,38,7,10,10,6,3,2,0,2021/05/03 12:56:56
Walla Walla County,20/9/2020,1,40,41,8,13,12,6,1,1,0,2021/05/03 12:56:56
Walla Walla County,27/9/2020,0,27,27,5,9,6,5,2,0,0,2021/05/03 12:56:56
Walla Walla County,4/10/2020,0,22,22,4,8,3,5,2,0,0,2021/05/03 12:56:56
Walla Walla County,11/10/2020,0,54,54,6,22,9,12,5,0,0,2021/05/03 12:56:56
Walla Walla County,18/10/2020,1,132,133,18,37,28,23,16,11,0,2021/05/03 12:56:56
Walla Walla County,25/10/2020,2,166,168,19,61,31,18,11,28,0,2021/05/03 12:56:56
Walla Walla County,1/11/2020,2,258,260,39,84,50,32,36,19,0,2021/05/03 12:56:56
Walla Walla County,8/11/2020,0,288,288,39,93,70,57,16,13,0,2021/05/03 12:56:56
Walla Walla County,15/11/2020,0,276,276,36,95,70,49,22,4,0,2021/05/03 12:56:56
Walla Walla County,22/11/2020,2,198,200,21,67,42,43,21,6,0,2021/05/03 12:56:56
Walla Walla County,29/11/2020,3,211,214,36,62,56,30,21,9,0,2021/05/03 12:56:56
Walla Walla County,6/12/2020,1,259,260,21,88,66,55,24,6,0,2021/05/03 12:56:56
Walla Walla County,13/12/2020,9,490,499,31,171,145,103,41,8,0,2021/05/03 12:56:56
Walla Walla County,20/12/2020,3,262,265,27,104,72,37,18,7,0,2021/05/03 12:56:56
Walla Walla County,27/12/2020,6,240,246,34,80,71,40,17,4,0,2021/05/03 12:56:56
Walla Walla County,3/1/2021,5,271,276,40,103,78,33,18,4,0,2021/05/03 12:56:56
Walla Walla County,10/1/2021,5,179,184,40,57,48,31,7,1,0,2021/05/03 12:56:56
Walla Walla County,17/1/2021,5,106,111,20,31,26,17,8,9,0,2021/05/03 12:56:56
Walla Walla County,24/1/2021,7,108,115,18,25,30,21,14,7,0,2021/05/03 12:56:56
Walla Walla County,31/1/2021,3,83,86,15,31,15,13,7,5,0,2021/05/03 12:56:56
Walla Walla County,7/2/2021,2,76,78,30,17,15,9,4,3,0,2021/05/03 12:56:56
Walla Walla County,14/2/2021,0,50,50,10,18,9,7,5,1,0,2021/05/03 12:56:56
Walla Walla County,21/2/2021,0,30,30,9,6,5,4,5,1,0,2021/05/03 12:56:56
Walla Walla County,28/2/2021,3,14,17,2,4,6,1,4,0,0,2021/05/03 12:56:56
Walla Walla County,7/3/2021,0,9,9,2,0,2,3,1,1,0,2021/05/03 12:56:56
Walla Walla County,14/3/2021,1,10,11,1,5,1,2,1,0,1,2021/05/03 12:56:56
Walla Walla County,21/3/2021,1,17,18,9,6,2,1,0,0,0,2021/05/03 12:56:56
Walla Walla County,28/3/2021,1,32,33,16,1,6,9,1,0,0,2021/05/03 12:56:56
Walla Walla County,4/4/2021,7,25,32,10,8,4,7,2,1,0,2021/05/03 12:56:56
Walla Walla County,11/4/2021,10,21,31,9,6,9,3,2,2,0,2021/05/03 12:56:56
Walla Walla County,18/4/2021,12,47,59,14,18,14,10,3,0,0,2021/05/03 12:56:56
Walla Walla County,25/4/2021,4,42,46,13,14,7,8,3,1,0,2021/05/03 12:56:56
Walla Walla County,2/5/2021,0,2,2,0,0,0,1,1,0,0,2021/05/03 12:56:56
Whatcom County,1/3/2020,0,1,1,0,0,0,0,1,0,0,2021/05/03 12:56:56
Whatcom County,8/3/2020,0,9,9,1,1,3,3,1,0,0,2021/05/03 12:56:56
Whatcom County,15/3/2020,0,69,69,0,9,10,16,9,25,0,2021/05/03 12:56:56
Whatcom County,22/3/2020,0,59,59,1,16,14,14,4,10,0,2021/05/03 12:56:56
Whatcom County,29/3/2020,0,93,93,4,15,21,14,15,24,0,2021/05/03 12:56:56
Whatcom County,5/4/2020,0,32,32,1,7,7,5,9,3,0,2021/05/03 12:56:56
Whatcom County,12/4/2020,0,15,15,0,5,1,2,2,5,0,2021/05/03 12:56:56
Whatcom County,19/4/2020,0,10,10,0,5,1,2,2,0,0,2021/05/03 12:56:56
Whatcom County,26/4/2020,0,32,32,10,9,7,3,1,2,0,2021/05/03 12:56:56
Whatcom County,3/5/2020,0,20,20,4,5,1,3,2,5,0,2021/05/03 12:56:56
Whatcom County,10/5/2020,0,20,20,3,10,5,1,1,0,0,2021/05/03 12:56:56
Whatcom County,17/5/2020,0,19,19,5,8,3,1,1,1,0,2021/05/03 12:56:56
Whatcom County,24/5/2020,0,23,23,8,6,6,3,0,0,0,2021/05/03 12:56:56
Whatcom County,31/5/2020,0,14,14,3,7,3,1,0,0,0,2021/05/03 12:56:56
Whatcom County,7/6/2020,0,43,43,11,22,4,3,2,1,0,2021/05/03 12:56:56
Whatcom County,14/6/2020,0,62,62,16,21,13,5,4,3,0,2021/05/03 12:56:56
Whatcom County,21/6/2020,1,106,107,28,24,19,25,10,1,0,2021/05/03 12:56:56
Whatcom County,28/6/2020,0,50,50,10,20,13,4,3,0,0,2021/05/03 12:56:56
Whatcom County,5/7/2020,0,51,51,8,14,13,13,2,1,0,2021/05/03 12:56:56
Whatcom County,12/7/2020,2,73,75,16,27,17,11,3,1,0,2021/05/03 12:56:56
Whatcom County,19/7/2020,2,67,69,16,20,16,12,4,1,0,2021/05/03 12:56:56
Whatcom County,26/7/2020,0,72,72,17,23,13,11,6,2,0,2021/05/03 12:56:56
Whatcom County,2/8/2020,0,54,54,22,16,4,9,2,1,0,2021/05/03 12:56:56
Whatcom County,9/8/2020,0,43,43,13,11,8,8,3,0,0,2021/05/03 12:56:56
Whatcom County,16/8/2020,0,25,25,3,13,4,3,1,1,0,2021/05/03 12:56:56
Whatcom County,23/8/2020,0,45,45,9,16,8,8,4,0,0,2021/05/03 12:56:56
Whatcom County,30/8/2020,0,44,44,8,15,13,8,0,0,0,2021/05/03 12:56:56
Whatcom County,6/9/2020,0,62,62,12,19,18,6,7,0,0,2021/05/03 12:56:56
Whatcom County,13/9/2020,0,80,80,8,27,14,9,11,11,0,2021/05/03 12:56:56
Whatcom County,20/9/2020,0,71,71,18,15,15,10,7,6,0,2021/05/03 12:56:56
Whatcom County,27/9/2020,0,50,50,6,12,16,6,5,5,0,2021/05/03 12:56:56
Whatcom County,4/10/2020,0,68,68,14,18,17,9,8,2,0,2021/05/03 12:56:56
Whatcom County,11/10/2020,1,48,49,10,19,8,2,9,1,0,2021/05/03 12:56:56
Whatcom County,18/10/2020,0,59,59,15,13,14,8,9,0,0,2021/05/03 12:56:56
Whatcom County,25/10/2020,0,55,55,10,20,14,5,3,3,0,2021/05/03 12:56:56
Whatcom County,1/11/2020,0,104,104,14,31,29,19,11,0,0,2021/05/03 12:56:56
Whatcom County,8/11/2020,2,210,212,37,66,62,36,10,1,0,2021/05/03 12:56:56
Whatcom County,15/11/2020,1,300,301,56,117,63,43,17,5,0,2021/05/03 12:56:56
Whatcom County,22/11/2020,1,230,231,52,65,51,34,23,6,0,2021/05/03 12:56:56
Whatcom County,29/11/2020,1,267,268,56,69,75,39,23,6,0,2021/05/03 12:56:56
Whatcom County,6/12/2020,2,219,221,59,79,45,24,11,3,0,2021/05/03 12:56:56
Whatcom County,13/12/2020,0,218,218,44,67,43,37,23,4,0,2021/05/03 12:56:56
Whatcom County,20/12/2020,0,149,149,21,58,36,24,8,2,0,2021/05/03 12:56:56
Whatcom County,27/12/2020,2,368,370,84,100,85,66,18,17,0,2021/05/03 12:56:56
Whatcom County,3/1/2021,3,629,632,174,152,118,106,68,14,0,2021/05/03 12:56:56
Whatcom County,10/1/2021,4,554,558,134,155,100,101,55,13,0,2021/05/03 12:56:56
Whatcom County,17/1/2021,2,365,367,70,113,66,70,36,12,0,2021/05/03 12:56:56
Whatcom County,24/1/2021,15,372,387,82,123,83,59,27,13,0,2021/05/03 12:56:56
Whatcom County,31/1/2021,30,344,374,120,84,72,73,17,8,0,2021/05/03 12:56:56
Whatcom County,7/2/2021,26,207,233,66,56,55,39,11,6,0,2021/05/03 12:56:56
Whatcom County,14/2/2021,34,271,305,87,68,48,60,31,11,0,2021/05/03 12:56:56
Whatcom County,21/2/2021,21,204,225,62,65,43,37,14,4,0,2021/05/03 12:56:56
Whatcom County,28/2/2021,13,189,202,51,57,48,31,9,6,0,2021/05/03 12:56:56
Whatcom County,7/3/2021,18,166,184,49,50,43,33,7,2,0,2021/05/03 12:56:56
Whatcom County,14/3/2021,25,110,135,43,38,20,20,10,4,0,2021/05/03 12:56:56
Whatcom County,21/3/2021,23,156,179,73,36,29,31,6,4,0,2021/05/03 12:56:56
Whatcom County,28/3/2021,17,148,165,39,63,42,17,3,1,0,2021/05/03 12:56:56
Whatcom County,4/4/2021,25,147,172,36,76,30,25,3,2,0,2021/05/03 12:56:56
Whatcom County,11/4/2021,14,189,203,55,66,36,36,7,3,0,2021/05/03 12:56:56
Whatcom County,18/4/2021,17,216,233,39,73,53,41,21,6,0,2021/05/03 12:56:56
Whatcom County,25/4/2021,10,220,230,55,66,53,40,8,8,0,2021/05/03 12:56:56
Whatcom County,2/5/2021,0,1,1,1,0,0,0,0,0,0,2021/05/03 12:56:56
Whitman County,15/3/2020,0,3,3,0,2,0,0,1,0,0,2021/05/03 12:56:56
Whitman County,22/3/2020,0,5,5,1,0,0,4,0,0,0,2021/05/03 12:56:56
Whitman County,29/3/2020,0,4,4,0,2,1,1,0,0,0,2021/05/03 12:56:56
Whitman County,12/4/2020,0,2,2,0,2,0,0,0,0,0,2021/05/03 12:56:56
Whitman County,19/4/2020,0,1,1,0,1,0,0,0,0,0,2021/05/03 12:56:56
Whitman County,3/5/2020,0,1,1,0,0,0,0,0,1,0,2021/05/03 12:56:56
Whitman County,10/5/2020,0,2,2,0,2,0,0,0,0,0,2021/05/03 12:56:56
Whitman County,17/5/2020,0,1,1,0,1,0,0,0,0,0,2021/05/03 12:56:56
Whitman County,24/5/2020,0,1,1,0,1,0,0,0,0,0,2021/05/03 12:56:56
Whitman County,31/5/2020,0,7,7,2,1,2,0,2,0,0,2021/05/03 12:56:56
Whitman County,7/6/2020,0,2,2,1,1,0,0,0,0,0,2021/05/03 12:56:56
Whitman County,14/6/2020,0,4,4,0,1,2,1,0,0,0,2021/05/03 12:56:56
Whitman County,21/6/2020,0,5,5,0,2,1,1,1,0,0,2021/05/03 12:56:56
Whitman County,28/6/2020,0,10,10,0,6,1,2,1,0,0,2021/05/03 12:56:56
Whitman County,5/7/2020,0,7,7,2,3,2,0,0,0,0,2021/05/03 12:56:56
Whitman County,12/7/2020,0,17,17,2,9,2,2,1,1,0,2021/05/03 12:56:56
Whitman County,19/7/2020,0,16,16,1,4,1,8,2,0,0,2021/05/03 12:56:56
Whitman County,26/7/2020,0,12,12,2,3,1,4,2,0,0,2021/05/03 12:56:56
Whitman County,2/8/2020,0,31,31,8,14,5,3,1,0,0,2021/05/03 12:56:56
Whitman County,9/8/2020,0,10,10,3,4,1,1,1,0,0,2021/05/03 12:56:56
Whitman County,16/8/2020,0,135,135,29,105,1,0,0,0,0,2021/05/03 12:56:56
Whitman County,23/8/2020,0,327,327,108,216,1,1,1,0,0,2021/05/03 12:56:56
Whitman County,30/8/2020,0,305,305,98,202,3,2,0,0,0,2021/05/03 12:56:56
Whitman County,6/9/2020,0,164,164,49,106,5,2,1,1,0,2021/05/03 12:56:56
Whitman County,13/9/2020,0,111,111,45,61,3,0,2,0,0,2021/05/03 12:56:56
Whitman County,20/9/2020,0,141,141,59,77,2,1,1,0,1,2021/05/03 12:56:56
Whitman County,27/9/2020,0,90,90,33,43,4,3,4,3,0,2021/05/03 12:56:56
Whitman County,4/10/2020,0,142,142,35,58,10,11,15,13,0,2021/05/03 12:56:56
Whitman County,11/10/2020,0,135,135,37,45,12,17,14,10,0,2021/05/03 12:56:56
Whitman County,18/10/2020,0,103,103,21,35,13,13,7,14,0,2021/05/03 12:56:56
Whitman County,25/10/2020,0,60,60,9,16,8,10,12,5,0,2021/05/03 12:56:56
Whitman County,1/11/2020,2,99,101,16,49,19,8,7,2,0,2021/05/03 12:56:56
Whitman County,8/11/2020,0,142,142,23,70,25,15,4,5,0,2021/05/03 12:56:56
Whitman County,15/11/2020,0,192,192,39,98,30,12,11,2,0,2021/05/03 12:56:56
Whitman County,22/11/2020,0,91,91,16,42,12,15,5,1,0,2021/05/03 12:56:56
Whitman County,29/11/2020,0,122,122,19,56,22,15,6,4,0,2021/05/03 12:56:56
Whitman County,6/12/2020,0,75,75,7,31,14,7,8,8,0,2021/05/03 12:56:56
Whitman County,13/12/2020,2,109,111,15,46,17,17,13,3,0,2021/05/03 12:56:56
Whitman County,20/12/2020,4,78,82,5,22,8,6,14,27,0,2021/05/03 12:56:56
Whitman County,27/12/2020,1,86,87,13,28,12,21,6,7,0,2021/05/03 12:56:56
Whitman County,3/1/2021,1,106,107,16,45,17,16,6,7,0,2021/05/03 12:56:56
Whitman County,10/1/2021,0,82,82,17,26,10,11,14,3,1,2021/05/03 12:56:56
Whitman County,17/1/2021,0,85,85,14,47,8,9,5,2,0,2021/05/03 12:56:56
Whitman County,24/1/2021,0,64,64,15,20,14,9,5,1,0,2021/05/03 12:56:56
Whitman County,31/1/2021,0,46,46,17,11,10,6,2,0,0,2021/05/03 12:56:56
Whitman County,7/2/2021,0,24,24,4,11,2,7,0,0,0,2021/05/03 12:56:56
Whitman County,14/2/2021,0,43,43,20,8,7,7,0,0,1,2021/05/03 12:56:56
Whitman County,21/2/2021,0,87,87,37,30,10,5,4,1,0,2021/05/03 12:56:56
Whitman County,28/2/2021,2,98,100,47,42,6,5,0,0,0,2021/05/03 12:56:56
